recombinant,sample_id,num_descendant_samples,num_samples,distinct_sample_pango,interval_left,interval_right,num_mutations,Viridian_amplicon_scheme,Artic_primer_version,date_added,group_id,group_size,recombinant_pango,recombinant_scorpio,recombinant_time,recombinant_date,sample,sample_pango,sample_scorpio,sample_time,sample_date,parent_left,parent_left_pango,parent_left_scorpio,parent_left_time,parent_left_date,parent_right,parent_right_pango,parent_right_scorpio,parent_right_time,parent_right_date,oldest_child,oldest_child_pango,oldest_child_scorpio,oldest_child_time,oldest_child_date,parent_mrca,parent_mrca_pango,parent_mrca_scorpio,parent_mrca_time,parent_mrca_date,is_rebar_recombinant,parent_pangonet_distance,net_min_supporting_loci_lft,net_min_supporting_loci_rgt,net_min_supporting_loci_lft_rgt_ge_4,k1000_muts
863560,ERR7696866,1,1,1,19678,22027,2,COVID-AMPLISEQ-V1,3,2021-12-07,c18167a4d2,2,AY.4,Delta (AY.4-like),470.11669941619095,2021-11-08,863559,AY.4,Delta (AY.4-like),441.0,2021-12-07,596586,AY.4,Delta (AY.4-like),524.0000000001,2021-09-15,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,863559,AY.4,Delta (AY.4-like),441.0,2021-12-07,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,9,-1,False,6
863581,ERR7709970,1,1,1,17105,22027,2,COVID-AMPLISEQ-V1,3,2021-12-07,34fc97cff2,2,AY.129,Delta (B.1.617.2-like),448.0,2021-11-30,863580,AY.129,Delta (B.1.617.2-like),441.0,2021-12-07,835320,AY.129,Delta (B.1.617.2-like),448.0000000001,2021-11-30,488183,AY.129,Delta (B.1.617.2-like),534.0,2021-09-05,863580,AY.129,Delta (B.1.617.2-like),441.0,2021-12-07,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,9,-1,False,6
501923,ERR6755518,1,1,1,19678,22027,2,COVID-AMPLISEQ-V1,3,2021-09-09,a2a2c89efe,2,AY.4,Delta (AY.4-like),542.0377890463675,2021-08-28,501922,AY.4,Delta (AY.4-like),530.0,2021-09-09,381558,AY.4,Delta (AY.4-like),568.0000000002001,2021-08-02,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,501922,AY.4,Delta (AY.4-like),530.0,2021-09-09,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,10,1,False,7
867782,SRR20188981,1,1,1,17977,22027,2,COVID-AMPLISEQ-V1,.,2021-12-07,eb8c213867,2,AY.118,Delta (B.1.617.2-like),467.3818691050173,2021-11-11,867781,AY.118,Delta (B.1.617.2-like),441.0,2021-12-07,569060,AY.118,Delta (B.1.617.2-like),514.0,2021-09-25,291821,AY.118,Delta (B.1.617.2-like),616.0000000003001,2021-06-15,867781,AY.118,Delta (B.1.617.2-like),441.0,2021-12-07,286962,AY.118,Delta (B.1.617.2-like),623.0000000006007,2021-06-08,False,0,6,0,False,6
867878,SRR20189222,1,1,1,20375,22027,1,COVID-AMPLISEQ-V1,.,2021-12-07,f5c48e0c62,2,AY.119,Delta (B.1.617.2-like),444.0,2021-12-04,867877,AY.119,Delta (B.1.617.2-like),441.0,2021-12-07,854252,AY.119,Delta (B.1.617.2-like),444.0000000001,2021-12-04,610736,AY.4.1,Delta (AY.4-like),502.0,2021-10-07,867877,AY.119,Delta (B.1.617.2-like),441.0,2021-12-07,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,3,15,1,False,5
874961,ERR8207679,1,1,1,19186,22027,2,COVID-AMPLISEQ-V1,3,2021-12-09,45eee96431,2,AY.4,Delta (AY.4-like),454.9549471004853,2021-11-24,874960,AY.4,Delta (AY.4-like),439.0,2021-12-09,707524,AY.4,Delta (AY.4-like),476.0,2021-11-02,398245,AY.119,Delta (B.1.617.2-like),564.0,2021-08-06,874960,AY.4,Delta (AY.4-like),439.0,2021-12-09,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,12,0,False,6
875059,ERR8248166,1,1,1,21265,22027,2,COVID-AMPLISEQ-V1,3,2021-12-09,b8a2594fdb,2,AY.4,Delta (AY.4-like),452.16438989110975,2021-11-26,875058,AY.4,Delta (AY.4-like),439.0,2021-12-09,734690,AY.4,Delta (AY.4-like),491.5538461255051,2021-10-18,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,875058,AY.4,Delta (AY.4-like),439.0,2021-12-09,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,9,0,False,6
881025,ERR8193340,1,1,1,19871,22027,2,COVID-AMPLISEQ-V1,3,2021-12-11,518b4899a2,2,AY.42,Delta (B.1.617.2-like),440.0,2021-12-08,881024,AY.42,Delta (B.1.617.2-like),437.0,2021-12-11,869000,AY.42,Delta (B.1.617.2-like),440.0000000001,2021-12-08,336011,AY.42,Delta (B.1.617.2-like),585.0000000003001,2021-07-16,881024,AY.42,Delta (B.1.617.2-like),437.0,2021-12-11,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,6,0,False,7
881108,ERR8250720,1,1,1,22026,22027,3,COVID-AMPLISEQ-V1,3,2021-12-11,51b1c45ef3,2,AY.4,Delta (AY.4-like),443.5727090319271,2021-12-05,881107,AY.4,Delta (AY.4-like),437.0,2021-12-11,793541,AY.4,Delta (AY.4-like),458.0,2021-11-20,346424,AY.4,Delta (AY.4-like),580.0,2021-07-21,881107,AY.4,Delta (AY.4-like),437.0,2021-12-11,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,11,1,False,9
478611,ERR6757288,1,1,1,19863,22027,2,COVID-AMPLISEQ-V1,3,2021-09-02,919f216e6a,2,AY.36,Delta (B.1.617.2-like),546.328951872996,2021-08-24,478610,AY.36,Delta (B.1.617.2-like),537.0,2021-09-02,424205,AY.36,Delta (B.1.617.2-like),553.0,2021-08-17,398767,AY.36,Delta (B.1.617.2-like),660.3958956571445,2021-05-02,478610,AY.36,Delta (B.1.617.2-like),537.0,2021-09-02,2745622,AY.36,Delta (B.1.617.2-like),741.2525793352836,2021-02-10,False,0,7,-1,False,6
488345,ERR6824968,3,3,1,21743,22027,2,COVID-AMPLISEQ-V1,3,2021-09-05,56ba5b724b,4,AY.4,Delta (AY.4-like),550.2225723212365,2021-08-20,488342,AY.4,Delta (AY.4-like),534.0,2021-09-05,425476,AY.4,Delta (AY.4-like),572.4799899125926,2021-07-29,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,488342,AY.4,Delta (AY.4-like),534.0,2021-09-05,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,9,-1,False,6
891276,SRR20117366,1,1,1,18982,22027,2,COVID-AMPLISEQ-V1,.,2021-12-14,542ed6f23d,2,AY.119,Delta (B.1.617.2-like),445.7577761499799,2021-12-03,891275,AY.119,Delta (B.1.617.2-like),434.0,2021-12-14,879529,AY.119,Delta (B.1.617.2-like),477.0,2021-11-01,357932,AY.119,Delta (B.1.617.2-like),576.0,2021-07-25,891275,AY.119,Delta (B.1.617.2-like),434.0,2021-12-14,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,7,0,False,6
891349,SRR20917429,1,1,1,22026,22027,3,COVID-AMPLISEQ-V1,.,2021-12-14,85c2ff7eb8,2,AY.100,Delta (B.1.617.2-like),449.8842221906792,2021-11-29,891348,AY.100,Delta (B.1.617.2-like),434.0,2021-12-14,759665,AY.100,Delta (B.1.617.2-like),499.2365769454081,2021-10-10,334366,AY.100,Delta (B.1.617.2-like),586.0000000002001,2021-07-15,891348,AY.100,Delta (B.1.617.2-like),434.0,2021-12-14,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,6,-1,False,7
894694,SRR20117083,1,1,1,13769,22027,0,COVID-AMPLISEQ-V1,.,2021-12-15,68b44eeed5,2,AY.119,Delta (B.1.617.2-like),440.206092640006,2021-12-08,894693,AY.119,Delta (B.1.617.2-like),433.0,2021-12-15,867716,AY.119,Delta (B.1.617.2-like),441.0,2021-12-07,743544,AY.119,Delta (B.1.617.2-like),469.0,2021-11-09,894693,AY.119,Delta (B.1.617.2-like),433.0,2021-12-15,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,4,1,False,4
894761,SRR20117298,1,1,1,22026,22027,3,COVID-AMPLISEQ-V1,.,2021-12-15,ef823809ce,2,AY.39.1,Delta (B.1.617.2-like),443.4688303249095,2021-12-05,894760,AY.39.1,Delta (B.1.617.2-like),433.0,2021-12-15,873109,AY.39.1,Delta (B.1.617.2-like),486.0,2021-10-23,432784,AY.39,Delta (B.1.617.2-like),550.0,2021-08-20,894760,AY.39.1,Delta (B.1.617.2-like),433.0,2021-12-15,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,1,13,0,False,8
894831,SRR20917400,1,1,1,22026,22027,3,COVID-AMPLISEQ-V1,.,2021-12-15,3c28ed7db9,2,AY.100,Delta (B.1.617.2-like),450.20815227433343,2021-11-28,894830,AY.100,Delta (B.1.617.2-like),433.0,2021-12-15,763933,AY.100,Delta (B.1.617.2-like),513.6340150131805,2021-09-26,294152,AY.100,Delta (B.1.617.2-like),614.0000000003001,2021-06-17,894830,AY.100,Delta (B.1.617.2-like),433.0,2021-12-15,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,5,-1,False,8
894853,SRR20917503,1,1,1,21894,22027,2,COVID-AMPLISEQ-V1,.,2021-12-15,c9c9bd5a3f,2,AY.119,Delta (B.1.617.2-like),439.0,2021-12-09,894852,AY.119,Delta (B.1.617.2-like),433.0,2021-12-15,875583,AY.119,Delta (B.1.617.2-like),439.0000000001,2021-12-09,347382,AY.119,Delta (B.1.617.2-like),611.0000000001003,2021-06-20,894852,AY.119,Delta (B.1.617.2-like),433.0,2021-12-15,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,6,0,False,7
894880,SRR20918102,1,1,1,22026,22027,2,COVID-AMPLISEQ-V1,.,2021-12-15,a0d45083c8,2,AY.100,Delta (B.1.617.2-like),448.3870239347836,2021-11-30,894879,AY.100,Delta (B.1.617.2-like),433.0,2021-12-15,692695,AY.100,Delta (B.1.617.2-like),501.60319265837694,2021-10-08,334366,AY.100,Delta (B.1.617.2-like),586.0000000002001,2021-07-15,894879,AY.100,Delta (B.1.617.2-like),433.0,2021-12-15,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,8,-1,False,7
488184,ERR6768004,5,1,1,21195,22027,1,COVID-AMPLISEQ-V1,3,2021-09-05,60b472601b,2,AY.129,Delta (B.1.617.2-like),540.0,2021-08-30,488183,AY.129,Delta (B.1.617.2-like),534.0,2021-09-05,465309,AY.129,Delta (B.1.617.2-like),540.0000000001,2021-08-30,453615,B.1.617.2,Delta (B.1.617.2-like),611.0000000000002,2021-06-20,488183,AY.129,Delta (B.1.617.2-like),534.0,2021-09-05,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,1,5,0,False,6
925497,SRR20891142,1,1,1,22026,22027,1,COVID-AMPLISEQ-V1,.,2021-12-30,80e8e1ff56,2,AY.39,Delta (B.1.617.2-like),437.1846905355041,2021-12-11,925496,AY.39,Delta (B.1.617.2-like),418.0,2021-12-30,907493,AY.39,Delta (B.1.617.2-like),460.1973629367816,2021-11-18,448440,AY.39,Delta (B.1.617.2-like),545.0,2021-08-25,925496,AY.39,Delta (B.1.617.2-like),418.0,2021-12-30,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,5,0,False,6
723113,ERR7367241,1,1,1,20375,22027,2,COVID-AMPLISEQ-V1,3,2021-11-05,66f844e30a,2,AY.4,Delta (AY.4-like),480.7844406482509,2021-10-29,723112,AY.4,Delta (AY.4-like),473.0,2021-11-05,702104,AY.4,Delta (AY.4-like),554.1891054380984,2021-08-16,610736,AY.4.1,Delta (AY.4-like),502.0,2021-10-07,723112,AY.4,Delta (AY.4-like),473.0,2021-11-05,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,1,9,1,False,7
483039,ERR7141593,1,1,1,20569,22027,0,COVID-AMPLISEQ-V1,3,2021-09-03,e16a3181fe,2,AY.4,Delta (AY.4-like),544.8668217352293,2021-08-26,483038,AY.4,Delta (AY.4-like),536.0,2021-09-03,442325,AY.4,Delta (AY.4-like),546.0,2021-08-24,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,483038,AY.4,Delta (AY.4-like),536.0,2021-09-03,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,16,1,False,6
482849,ERR6765753,1,1,1,20007,22027,2,COVID-AMPLISEQ-V1,3,2021-09-03,b3fb5e4695,2,AY.4,Delta (AY.4-like),554.6189355947579,2021-08-16,482848,AY.4,Delta (AY.4-like),536.0,2021-09-03,378368,AY.4,Delta (AY.4-like),593.6564252491776,2021-07-08,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,482848,AY.4,Delta (AY.4-like),536.0,2021-09-03,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,10,0,False,6
480359,SRR16153315,8,1,1,19736,22027,1,COVID-AMPLISEQ-V1,.,2021-09-02,a61265defd,2,AY.39,Delta (B.1.617.2-like),549.0,2021-08-21,480358,AY.39,Delta (B.1.617.2-like),537.0,2021-09-02,435547,AY.39,Delta (B.1.617.2-like),549.0000000001,2021-08-21,405524,AY.39,Delta (B.1.617.2-like),564.0,2021-08-06,480358,AY.39,Delta (B.1.617.2-like),537.0,2021-09-02,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,14,2,False,6
891268,SRR20117358,1,1,1,22001,22027,1,COVID-AMPLISEQ-V1,.,2021-12-14,4c1fea16cd,2,AY.107,Delta (B.1.617.2-like),435.0,2021-12-13,891267,AY.107,Delta (B.1.617.2-like),434.0,2021-12-14,887291,AY.107,Delta (B.1.617.2-like),435.0000000001,2021-12-13,580172,AY.107,Delta (B.1.617.2-like),611.0000000000357,2021-06-20,891267,AY.107,Delta (B.1.617.2-like),434.0,2021-12-14,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,8,1,False,7
486099,ERR6768972,1,1,1,19678,22027,2,COVID-AMPLISEQ-V1,3,2021-09-04,4fb8528291,2,AY.4,Delta (AY.4-like),546.9194248643961,2021-08-24,486098,AY.4,Delta (AY.4-like),535.0,2021-09-04,400205,AY.4,Delta (AY.4-like),563.0,2021-08-07,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,486098,AY.4,Delta (AY.4-like),535.0,2021-09-04,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,12,-3,False,6
486061,ERR6758562,1,1,1,21124,22027,1,COVID-AMPLISEQ-V1,3,2021-09-04,086981ffee,2,AY.4,Delta (AY.4-like),548.3120988780664,2021-08-22,486060,AY.4,Delta (AY.4-like),535.0,2021-09-04,430443,AY.4,Delta (AY.4-like),577.0,2021-07-24,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,486060,AY.4,Delta (AY.4-like),535.0,2021-09-04,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,9,0,False,5
650553,ERR7306694,1,1,1,22001,22027,3,COVID-ARTIC-V3,3,2021-10-18,b4f0d62bfb,2,AY.4,Delta (AY.4-like),501.3546231446182,2021-10-08,650552,AY.4,Delta (AY.4-like),491.0,2021-10-18,435742,AY.4,Delta (AY.4-like),558.0,2021-08-12,642895,AY.119.2,Delta (B.1.617.2-like),552.5850038448365,2021-08-18,650552,AY.4,Delta (AY.4-like),491.0,2021-10-18,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,3,9,-2,False,7
606286,ERR7149619,1,1,1,21145,22027,3,COVID-AMPLISEQ-V1,3,2021-10-06,3fb2bb4835,2,AY.4,Delta (AY.4-like),517.3247578920157,2021-09-22,606285,AY.4,Delta (AY.4-like),503.0,2021-10-06,418048,AY.4,Delta (AY.4-like),555.0000000002001,2021-08-15,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,606285,AY.4,Delta (AY.4-like),503.0,2021-10-06,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,9,1,False,7
658678,ERR7243575,1,1,1,10999,22027,3,COVID-AMPLISEQ-V1,3,2021-10-20,202e438c4b,2,AY.4,Delta (AY.4-like),498.4523952242892,2021-10-11,658677,AY.4,Delta (AY.4-like),489.0,2021-10-20,486141,AY.4,Delta (AY.4-like),535.0,2021-09-04,427448,AY.4,Delta (AY.4-like),552.0000000001,2021-08-18,658677,AY.4,Delta (AY.4-like),489.0,2021-10-20,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,True,0,6,0,False,8
631794,SRR16884109,1,1,1,18757,22027,1,COVID-AMPLISEQ-V1,.,2021-10-12,8b033c16cc,2,AY.39,Delta (B.1.617.2-like),499.0,2021-10-10,631793,AY.39,Delta (B.1.617.2-like),497.0,2021-10-12,623016,AY.39,Delta (B.1.617.2-like),499.0000000001,2021-10-10,405524,AY.39,Delta (B.1.617.2-like),564.0,2021-08-06,631793,AY.39,Delta (B.1.617.2-like),497.0,2021-10-12,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,15,0,False,6
659106,ERR7312074,2,1,1,21762,22027,1,COVID-AMPLISEQ-V1,3,2021-10-20,a529946a17,2,AY.4,Delta (AY.4-like),519.0,2021-09-20,659105,AY.4,Delta (AY.4-like),489.0,2021-10-20,547673,AY.4,Delta (AY.4-like),519.0000000001,2021-09-20,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,659105,AY.4,Delta (AY.4-like),489.0,2021-10-20,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,13,1,False,7
659168,ERR7317852,1,1,1,19678,22027,1,COVID-AMPLISEQ-V1,3,2021-10-20,637ea906ef,2,AY.4,Delta (AY.4-like),526.5768908253884,2021-09-13,659167,AY.4,Delta (AY.4-like),489.0,2021-10-20,319896,AY.4,Delta (AY.4-like),595.0000000001,2021-07-06,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,659167,AY.4,Delta (AY.4-like),489.0,2021-10-20,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,11,1,False,6
631615,SRR16883450,1,1,1,21787,22027,3,COVID-AMPLISEQ-V1,.,2021-10-12,c08862ed08,2,B.1.617.2,Delta (B.1.617.2-like),504.4456112976166,2021-10-05,631614,B.1.617.2,Delta (B.1.617.2-like),497.0,2021-10-12,568641,B.1.617.2,Delta (B.1.617.2-like),514.0,2021-09-25,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,631614,B.1.617.2,Delta (B.1.617.2-like),497.0,2021-10-12,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,True,1,13,-1,False,7
660445,SRR20259256,1,1,1,22026,22027,1,COVID-AMPLISEQ-V1,.,2021-10-20,dbcb5c9444,2,AY.39,Delta (B.1.617.2-like),491.0,2021-10-18,660444,AY.39,Delta (B.1.617.2-like),489.0,2021-10-20,651295,AY.39,Delta (B.1.617.2-like),491.0000000001,2021-10-18,497085,AY.39,Delta (B.1.617.2-like),644.0000000000002,2021-05-18,660444,AY.39,Delta (B.1.617.2-like),489.0,2021-10-20,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,10,2,False,8
660471,SRR20259495,2,1,1,22026,22027,1,COVID-AMPLISEQ-V1,.,2021-10-20,3156015b75,2,AY.100,Delta (B.1.617.2-like),497.1165715961784,2021-10-12,660470,AY.100,Delta (B.1.617.2-like),489.0,2021-10-20,619848,AY.100,Delta (B.1.617.2-like),500.0,2021-10-09,334366,AY.100,Delta (B.1.617.2-like),586.0000000002001,2021-07-15,660470,AY.100,Delta (B.1.617.2-like),489.0,2021-10-20,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,8,1,False,7
660483,SRR20259890,11,1,1,20938,22027,2,COVID-AMPLISEQ-V1,.,2021-10-20,342f35012c,2,AY.127,Delta (B.1.617.2-like),490.0,2021-10-19,660482,AY.127,Delta (B.1.617.2-like),489.0000000002,2021-10-20,655753,AY.127,Delta (B.1.617.2-like),490.0000000001,2021-10-19,645533,AY.127,Delta (B.1.617.2-like),526.0,2021-09-13,660482,AY.127,Delta (B.1.617.2-like),489.0000000002,2021-10-20,428150,AY.127,Delta (B.1.617.2-like),700.9130033012113,2021-03-23,False,0,7,1,False,8
602556,ERR7147908,1,1,1,20263,22027,1,COVID-AMPLISEQ-V1,3,2021-10-05,71cfed3e8d,2,AY.4,Delta (AY.4-like),522.1335346084776,2021-09-17,602555,AY.4,Delta (AY.4-like),504.0,2021-10-05,546630,AY.4,Delta (AY.4-like),538.6766109860082,2021-09-01,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,602555,AY.4,Delta (AY.4-like),504.0,2021-10-05,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,14,0,False,5
528794,ERR6887655,2,1,1,19678,22027,0,COVID-AMPLISEQ-V1,3,2021-09-15,f86f27938c,2,AY.4,Delta (AY.4-like),552.7340327654287,2021-08-18,528793,AY.4,Delta (AY.4-like),524.0,2021-09-15,365322,AY.4,Delta (AY.4-like),573.0000000001,2021-07-28,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,528793,AY.4,Delta (AY.4-like),524.0,2021-09-15,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,11,1,False,4
622234,ERR7147643,1,1,1,10318,22027,2,COVID-AMPLISEQ-V1,3,2021-10-10,62ecfaab21,2,AY.4,Delta (AY.4-like),514.9278459746672,2021-09-25,622233,AY.4,Delta (AY.4-like),499.0,2021-10-10,450606,AY.4,Delta (AY.4-like),544.0,2021-08-26,445594,AY.4,Delta (AY.4-like),611.0,2021-06-20,622233,AY.4,Delta (AY.4-like),499.0,2021-10-10,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,5,0,False,6
662333,ERR7305983,1,1,1,21763,22027,2,COVID-AMPLISEQ-V1,3,2021-10-21,210d9a7590,2,AY.4,Delta (AY.4-like),503.8053473878338,2021-10-06,662332,AY.4,Delta (AY.4-like),488.0,2021-10-21,539641,AY.4,Delta (AY.4-like),555.4022466513856,2021-08-15,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,662332,AY.4,Delta (AY.4-like),488.0,2021-10-21,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,11,0,False,7
658633,ERR7237498,1,1,1,21975,22027,2,COVID-AMPLISEQ-V1,3,2021-10-20,9bfab0e642,2,AY.4,Delta (AY.4-like),490.0,2021-10-19,658632,AY.4,Delta (AY.4-like),489.0,2021-10-20,654098,AY.4,Delta (AY.4-like),490.0000000001,2021-10-19,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,658632,AY.4,Delta (AY.4-like),489.0,2021-10-20,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,11,-1,False,6
631610,SRR16883439,1,1,1,6318,22027,2,COVID-AMPLISEQ-V1,.,2021-10-12,271ff026ec,2,AY.39,Delta (B.1.617.2-like),498.0,2021-10-11,631609,AY.39,Delta (B.1.617.2-like),497.0,2021-10-12,616459,AY.39,Delta (B.1.617.2-like),501.0000000001,2021-10-08,626255,AY.39,Delta (B.1.617.2-like),498.0000000001,2021-10-11,631609,AY.39,Delta (B.1.617.2-like),497.0,2021-10-12,405686,AY.39,Delta (B.1.617.2-like),620.3081717719459,2021-06-11,False,0,5,-1,False,6
662377,ERR7309650,1,1,1,21996,22027,1,COVID-AMPLISEQ-V1,3,2021-10-21,10b31436bc,2,AY.4.2,Delta (AY.4.2-like),493.0,2021-10-16,662376,AY.4.2,Delta (AY.4.2-like),488.0,2021-10-21,585246,AY.4.2,Delta (AY.4.2-like),509.0,2021-09-30,644254,AY.4.2,Delta (AY.4.2-like),493.0000000001,2021-10-16,662376,AY.4.2,Delta (AY.4.2-like),488.0,2021-10-21,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,6,0,False,6
662393,ERR7311251,1,1,1,21486,22027,2,COVID-ARTIC-V3,3,2021-10-21,4aca55ec16,2,AY.4,Delta (AY.4-like),500.8309636154572,2021-10-09,662392,AY.4,Delta (AY.4-like),488.0,2021-10-21,552727,AY.4,Delta (AY.4-like),518.0000000001,2021-09-21,313916,AY.4,Delta (AY.4-like),599.0,2021-07-02,662392,AY.4,Delta (AY.4-like),488.0,2021-10-21,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,13,0,False,7
532936,ERR6883462,1,1,1,17011,22027,1,COVID-AMPLISEQ-V1,3,2021-09-16,32072194c2,2,AY.129,Delta (B.1.617.2-like),525.0,2021-09-14,532935,AY.129,Delta (B.1.617.2-like),523.0,2021-09-16,524385,AY.129,Delta (B.1.617.2-like),525.0000000001,2021-09-14,488183,AY.129,Delta (B.1.617.2-like),534.0,2021-09-05,532935,AY.129,Delta (B.1.617.2-like),523.0,2021-09-16,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,0,4,0,False,5
662467,ERR7320673,1,1,1,19678,22027,2,COVID-AMPLISEQ-V1,3,2021-10-21,5f197811c2,2,AY.4,Delta (AY.4-like),498.5018639758618,2021-10-11,662466,AY.4,Delta (AY.4-like),488.0,2021-10-21,580345,AY.4,Delta (AY.4-like),510.0,2021-09-29,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,662466,AY.4,Delta (AY.4-like),488.0,2021-10-21,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,11,-1,False,6
587062,ERR7146908,2,1,1,19678,22027,2,COVID-AMPLISEQ-V1,3,2021-09-30,2c853b5260,2,AY.4,Delta (AY.4-like),516.9026731144671,2021-09-23,587061,AY.4,Delta (AY.4-like),509.0,2021-09-30,557159,AY.4,Delta (AY.4-like),517.0,2021-09-22,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,587061,AY.4,Delta (AY.4-like),509.0,2021-09-30,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,12,-1,False,6
586964,ERR7046820,1,1,1,21373,22027,0,COVID-AMPLISEQ-V1,3,2021-09-30,b7cc261cee,2,AY.4,Delta (AY.4-like),528.8534302514521,2021-09-11,586963,AY.4,Delta (AY.4-like),509.0,2021-09-30,418103,AY.4,Delta (AY.4-like),560.0000000002001,2021-08-10,405524,AY.39,Delta (B.1.617.2-like),564.0,2021-08-06,586963,AY.4,Delta (AY.4-like),509.0,2021-09-30,220139,B.1.617.2,Delta (B.1.617.2-like),785.0673314041724,2020-12-28,False,2,15,2,False,7
